,aid_type_general,aid_total_eur,aid_commit_usd,aid_delivered_usd,Year,Country Name,armed_forces,arms_exports,arms_imports,mil_exp_gdp_pct,mil_exp_usd
135,Military,76000000.0,6000000.0,6000000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
136,Military,0.0,6127500.0,6127500.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
137,Military,0.0,9000000.0,9000000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
138,Military,0.0,295000.0,295000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
139,Military,0.0,7000000.0,7000000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
140,Military,0.0,9000.0,9000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
141,Military,0.0,1488472.0,1488472.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
142,Military,0.0,56437500.0,56437500.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
143,Military,11000000.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
144,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
145,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
146,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
147,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
148,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
149,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
150,Military,2646400.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
151,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
152,Military,10639008.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
153,Military,0.0,434930.0,434930.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
154,Military,8000000.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
155,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
156,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
157,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
158,Military,1757052.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
159,Military,0.0,1500000.0,1500000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
160,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
161,Military,25004047.0,11874012.0,11874012.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
162,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
163,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
164,Military,0.0,2555990.0,2555990.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
165,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
166,Military,0.0,21000000.0,21000000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
167,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
168,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
169,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
170,Military,0.0,397190.0,397190.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
171,Military,3235699.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
172,Military,7285280.0,400000.0,400000.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
173,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
174,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
175,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
176,Military,1444400.0,888640.0,888640.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
177,Military,0.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
178,Financial,3100000.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
179,Financial,4960000.0,0.0,0.0,2022,Belgium,0.0,146000000.0,170000000.0,1.18239642570098,6890161299.82246
180,Humanitarian,600000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
181,Humanitarian,14000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
182,Humanitarian,7000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
183,Humanitarian,3000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
184,Humanitarian,1850000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
185,Humanitarian,1600000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
186,Humanitarian,600000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
187,Humanitarian,1000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
188,Humanitarian,11260000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
189,Humanitarian,2500000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
190,Humanitarian,2000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
191,Humanitarian,60200000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
192,Humanitarian,10200000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
193,Military,94039642.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
194,Military,0.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
195,Military,0.0,42648000.0,42648000.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
196,Military,0.0,3504614.0,3504614.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
197,Military,0.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
198,Military,0.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
199,Military,3448472.0,84000000.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
200,Military,60000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
201,Military,1500000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
202,Military,685017.0,757501.0,189375.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
203,Military,21000000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
204,Military,1068550000.0,0.0,0.0,2023,Belgium,0.0,39000000.0,12000000.0,1.21461599569106,7629396588.60593
