Country Name,aid_type_general,aid_type_specific,reporting_currency,measure,source_reported_value,tot_activity_value,tot_activity_value_EUR,tot_activity_value_constant_currency,tot_sub_activity_value,tot_sub_activity_value_EUR,tot_sub_activity_value_constant_currency,tot_sub_activity_value_constant_currency_redistr,tot_sub_activity_value_EUR_redistr,tot_value_deliv_EUR,Year,Country Code,"Armed forces personnel, total",Arms exports (SIPRI trend indicator values),Arms imports (SIPRI trend indicator values),Military expenditure (% of GDP),Military expenditure (current USD)
Canada,Military,Budgetary appropriations,CAD,Commitment,0,0,0,0.0,,,,,,.,2023,CAN,0.0,283000000.0,76000000.0,1.29300145446276,27221543360.7346
Canada,Military,Budgetary appropriations,CAD,Commitment,318000000,318000000,214459788.78960192,193010158.20642075,,,,,,.,2023,CAN,0.0,283000000.0,76000000.0,1.29300145446276,27221543360.7346
Canada,Military,Funding for Weapon Acquisition Program,CAD,Allocation,216666666.66666666,,,,216666666.66666666,149861830.6857743,134873095.85174578,134873095.85174578,149861830.6857743,,2023,CAN,0.0,283000000.0,76000000.0,1.29300145446276,27221543360.7346
Canada,Military,Budgetary appropriations,CAD,Commitment,197000000,197000000,132857164.75330685,119569186.05869462,,,,,,.,2023,CAN,0.0,283000000.0,76000000.0,1.29300145446276,27221543360.7346
Canada,Military,Funding for Weapon Acquisition Program,CAD,Allocation,216666666.66666666,,,,216666666.66666666,149861830.6857743,134873095.85174578,134873095.85174578,149861830.6857743,,2023,CAN,0.0,283000000.0,76000000.0,1.29300145446276,27221543360.7346
China,Humanitarian,Equipment,CNY,Allocation,5000000,5000000,715143.4422279142,623232.3208925212,5000000,715143.4422279142,623232.3208925212,623232.3208925212,715143.4422279142,.,2022,CHN,0.0,2280000000.0,646000000.0,1.62314627775085,291958428460.21
China,Humanitarian,Equipment,CNY,Allocation,10000000,10000000,1430286.8844558285,1246464.6417850424,10000000,1430286.8844558285,1246464.6417850424,1246464.6417850424,1430286.8844558285,.,2022,CHN,0.0,2280000000.0,646000000.0,1.62314627775085,291958428460.21
China,Humanitarian,Contribution,EUR,Allocation,200000,200000,200000,176148.7862372201,200000,200000.0,176148.7862372201,176148.7862372201,200000.0,.,2023,CHN,0.0,2982000000.0,431000000.0,1.66533914524613,296438564342.788
Croatia,Humanitarian,Equipment,HRK,Allocation,9100000,9100000,1207892.1816855671,1135329.2479971005,9100000,1207892.1816855671,1135329.2479971005,1135329.2479971005,1207892.1816855671,.,2022,HRV,0.0,4000000.0,29000000.0,1.79282877045626,1282110612.8047
Croatia,Humanitarian,Equipment,HRK,Allocation,1516800,1516800,200695.9789353904,188639.36557880056,1516800,200695.9789353904,188639.36557880056,188639.36557880056,200695.9789353904,.,2022,HRV,0.0,4000000.0,29000000.0,1.79282877045626,1282110612.8047
Croatia,Humanitarian,Assistance,EUR,Commitment,5000000,5000000,5000000,4695598.550059111,,,,,,.,2022,HRV,0.0,4000000.0,29000000.0,1.79282877045626,1282110612.8047
Croatia,Humanitarian,Equipment,EUR,Allocation,33000,33000,33000,30990.950430390134,33000,33000.0,30990.950430390134,30990.950430390134,33000.0,.,2022,HRV,0.0,4000000.0,29000000.0,1.79282877045626,1282110612.8047
Croatia,Humanitarian,Funding for Weapon Acquisition Program,EUR,Allocation,3000000,3000000,3000000,2817359.1300354665,3000000,3000000.0,2817359.1300354665,2817359.1300354665,3000000.0,.,2022,HRV,0.0,4000000.0,29000000.0,1.79282877045626,1282110612.8047
Croatia,Humanitarian,Assistance,EUR,Allocation,1000000,1000000,1000000,880743.9311861005,1000000,1000000.0,880743.9311861005,880743.9311861005,1000000.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Humanitarian,Equipment,USD,Allocation,Not given,1244096,1155256.7555019036,930191.5280852957,1244096,1155256.7555019036,930191.5280852957,930191.5280852957,1155256.7555019036,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Humanitarian,Equipment,USD,Allocation,Not given,,,,,,,,,,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Humanitarian,Consolidation,EUR,Allocation,29771015,29771015,29771015,26220640.786500365,29771015,29771015.0,26220640.786500365,26220640.786500365,29771015.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Humanitarian,Consolidation,EUR,Allocation,43100506.51012737,43100506.51012737,43100506.51012737,37960509.5398417,43100506.51012737,43100506.51012737,37960509.5398417,37960509.5398417,43100506.51012737,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Humanitarian,Assistance,EUR,Allocation,1000000,1000000,1000000,880743.9311861005,1000000,1000000.0,880743.9311861005,880743.9311861005,1000000.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Humanitarian,Assistance,EUR,Allocation,5000000,5000000,5000000,4403719.655930502,5000000,5000000.0,4403719.655930502,4403719.655930502,5000000.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Military,Weapons and equipment,HRK,Allocation,124000000,124000000,16459190.168023111,15175289.47890328,124000000,16459190.168023111,15175289.47890328,15175289.47890328,16459190.168023111,.,2022,HRV,0.0,4000000.0,29000000.0,1.79282877045626,1282110612.8047
Croatia,Military,Weapons,USD,Allocation,Not given,63587117.62702777,62332533.72104244,55497550.21199628,63587117.62702777,62332533.72104244,55497550.21199628,55497550.21199628,62332533.72104244,55792272.90804834,2022,HRV,0.0,4000000.0,29000000.0,1.79282877045626,1282110612.8047
Croatia,Military,Consolidation,EUR,Allocation,44208276.11093445,44208276.11093445,44208276.11093445,37526581.313215144,44208276.11093445,44208276.11093445,37526581.313215144,37526581.313215144,44208276.11093445,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Military,Assistance,EUR,Allocation,500000,500000,500000,424429.3672416389,500000,500000.0,424429.3672416389,424429.3672416389,500000.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Military,Consolidation,EUR,Allocation,29771015,29771015,29771015,25271386.11718268,29771015,29771015.0,25271386.11718268,25271386.11718268,29771015.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Military,Consolidation,EUR,Allocation,26104763.51146096,26104763.51146096,26104763.51146096,22159256.518324,26104763.51146096,26104763.51146096,22159256.518324,22159256.518324,26104763.51146096,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Military,Assistance,EUR,Allocation,30000000,30000000,30000000,25465762.034498334,30000000,30000000.0,25465762.034498334,25465762.034498334,30000000.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Croatia,Financial,Grant,EUR,Allocation,1000000,1000000,1000000,880743.9311861005,1000000,1000000.0,880743.9311861005,880743.9311861005,1000000.0,.,2023,HRV,0.0,39000000.0,89000000.0,1.77989219884811,1439060332.4964
Cyprus,Humanitarian,Equipment,EUR,Allocation,2000000,2000000,2000000,1878239.4200236446,2000000,2000000.0,1878239.4200236446,1878239.4200236446,2000000.0,.,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Equipment,EUR,Allocation,2000000,,,,,,,,,,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Equipment,EUR,Allocation,2000000,,,,,,,,,,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Equipment,EUR,Allocation,2000000,,,,,,,,,,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Equipment,EUR,Allocation,2000000,,,,,,,,,,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Equipment,EUR,Allocation,500000,500000,500000,469559.85500591114,500000,500000.0,469559.85500591114,469559.85500591114,500000.0,.,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Equipment,EUR,Allocation,300000,300000,300000,281735.91300354665,300000,300000.0,281735.91300354665,281735.91300354665,300000.0,.,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Consolidation,EUR,Allocation,200000,200000,200000,187823.94200236443,200000,200000.0,187823.94200236443,187823.94200236443,200000.0,.,2022,CYP,0.0,0.0,0.0,1.82273103646902,532512389.879425
Cyprus,Humanitarian,Equipment,USD,Allocation,0,0,0,0.0,0,0.0,0.0,0.0,0.0,.,2023,CYP,0.0,40000000.0,0.0,1.82460300554278,566873090.436083
Cyprus,Military,Funding for Weapon Acquisition Program,USD,Allocation,Not given,.,.,,No value available,,,,,.,2023,CYP,0.0,40000000.0,0.0,1.82460300554278,566873090.436083
Cyprus,Financial,Grant,EUR,Allocation,1000000,1000000,1000000,880743.9311861005,1000000,1000000.0,880743.9311861005,880743.9311861005,1000000.0,.,2023,CYP,0.0,40000000.0,0.0,1.82460300554278,566873090.436083
Czechia,Military,Weapons,CZK,Allocation,36600000,36600000,1495706.1207968537,1320182.4612382387,36600000,1495706.1207968537,1320182.4612382387,1320182.4612382387,1495706.1207968537,1320182.4612382387,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,188106550,7697549.228225821,6794228.7220217185,188106550,7697549.228225821,6794228.7220217185,6794228.7220217185,7697549.228225821,6794228.7220217185,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,188106550,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Equipment,CZK,Allocation,20885000,20885000,835182.1264018081,737172.0820584104,20885000,835182.1264018081,737172.0820584104,737172.0820584104,835182.1264018081,737172.0820584104,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,17000000,17000000,679822.6549595756,600044.3090731615,17000000,679822.6549595756,600044.3090731615,600044.3090731615,679822.6549595756,600044.3090731615,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,17000000,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,17000000,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,CZK,Allocation,17000000,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Equipment,CZK,Allocation,17000000,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Equipment,CZK,Allocation,24000000,24000000,959749.6305311656,847121.3775150514,24000000,959749.6305311656,847121.3775150514,847121.3775150514,959749.6305311656,847121.3775150514,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons and equipment,CZK,Allocation,53260000,53260000,2129844.388420412,1879903.5236021518,53260000,2129844.388420412,1879903.5236021518,1879903.5236021518,2129844.388420412,1879903.5236021518,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Equipment,CZK,Allocation,857000,857000,34271.059723550374,30249.292522099964,857000,34271.059723550374,30249.292522099964,30249.292522099964,34271.059723550374,30249.292522099964,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Weapons,USD,Allocation,Not given,.,.,,No value available,,,,,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Military,Equipment,CZK,Allocation,867884,867884,37030.68287410161,29420.75766074846,867884,37030.68287410161,29420.75766074846,29420.75766074846,37030.68287410161,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Military,Funding for Weapon Acquisition Program,EUR,Allocation,2500000,2500000,2500000,2121630.2891155747,2500000,2500000.0,2121630.2891155747,2121630.2891155747,2500000.0,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Assistance,CZK,Allocation,300000000,300000000,12276365.541060353,11045812.920346227,300000000,12276365.541060353,11045812.920346227,11045812.920346227,12276365.541060353,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Equipment,CZK,Allocation,108000000,108000000,4318873.337390246,3885960.1200310555,108000000,4318873.337390246,3885960.1200310555,3885960.1200310555,4318873.337390246,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Equipment,CZK,Allocation,10000000,10000000,399895.67938798567,359811.1222250977,10000000,399895.67938798567,359811.1222250977,359811.1222250977,399895.67938798567,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Equipment,CZK,Allocation,4500000,4500000,184160.07926422128,165700.32687158155,4500000,184160.07926422128,165700.32687158155,165700.32687158155,184160.07926422128,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Consolidation,CZK,Allocation,14000000,14000000,572942.4688220217,515512.12804492033,14000000,572942.4688220217,515512.12804492033,515512.12804492033,572942.4688220217,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Assistance,CZK,Commitment,433000000,433000000,17495174.409955684,15741501.252536638,,,,,,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Equipment,USD,Allocation,Not given,589991.8837121448,558396.7787060844,466898.94425485097,589991.8837121448,558396.7787060844,466898.94425485097,466898.94425485097,558396.7787060844,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Equipment,CZK,Allocation,100000000,100000000,4045404.1450681924,3639902.805448463,100000000,4045404.1450681924,3639902.805448463,3639902.805448463,4045404.1450681924,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Equipment,CZK,Allocation,100000000,,,,,,,,,,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Assistance,EUR,Allocation,8500000,8500000,8500000,7982517.535100489,8500000,8500000.0,7982517.535100489,7982517.535100489,8500000.0,.,2022,CZE,0.0,163000000.0,69000000.0,1.37852844418063,4005428325.66409
Czechia,Humanitarian,Equipment,USD,Allocation,Not given,2359967.534848579,2202468.9782163296,1773387.5821547892,2359967.534848579,2202468.9782163296,1773387.5821547892,1773387.5821547892,2202468.9782163296,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Equipment,USD,Allocation,Not given,,,,,,,,,,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Equipment,CZK,Allocation,3250000,3250000,138670.28236588096,114339.29046977776,3250000,138670.28236588096,114339.29046977776,114339.29046977776,138670.28236588096,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Assistance,EUR,Allocation,1000000,1000000,1000000,880743.9311861005,1000000,1000000.0,880743.9311861005,880743.9311861005,1000000.0,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Consolidation,CZK,Allocation,6687594,6687594,283435.40653264883,233704.02601076575,6687594,283435.40653264883,233704.02601076575,233704.02601076575,283435.40653264883,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Assistance,CZK,Allocation,10000000,10000000,422028.344958296,347979.5432546036,10000000,422028.344958296,347979.5432546036,347979.5432546036,422028.344958296,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Assistance,CZK,Allocation,45000000,45000000,1899127.552312332,1565907.944645716,45000000,1899127.552312332,1565907.944645716,1565907.944645716,1899127.552312332,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Equipment,CZK,Allocation,9500000,9500000,400926.9277103812,330580.56609187345,9500000,400926.9277103812,330580.56609187345,330580.56609187345,400926.9277103812,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Assistance,CZK,Allocation,15570000,15570000,633329.3889685979,522205.85213248635,15570000,633329.3889685979,522205.85213248635,522205.85213248635,633329.3889685979,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Czechia,Humanitarian,Assistance,EUR,Allocation,10000000,10000000,10000000,8807439.311861005,10000000,10000000.0,8807439.311861005,8807439.311861005,10000000.0,.,2023,CZE,0.0,106000000.0,148000000.0,1.52418962408317,5056277310.0528
Denmark,Humanitarian,Equipment,DKK,Allocation,100000000,100000000,13440216.165424516,12626275.798416855,100000000,13440216.165424516,12626275.798416855,12626275.798416855,13440216.165424516,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Equipment,DKK,Allocation,30000000,30000000,4032064.8496273546,3787882.739525056,30000000,4032064.8496273546,3787882.739525056,3787882.739525056,4032064.8496273546,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Equipment,DKK,Allocation,25000000,25000000,3360054.041356129,3156568.9496042137,25000000,3360054.041356129,3156568.9496042137,3156568.9496042137,3360054.041356129,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Equipment,DKK,Allocation,25000000,25000000,3360054.041356129,3156568.9496042137,25000000,3360054.041356129,3156568.9496042137,3156568.9496042137,3360054.041356129,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Equipment,DKK,Allocation,8000000,8000000,1075217.2932339613,1010102.0638733484,8000000,1075217.2932339613,1010102.0638733484,1010102.0638733484,1075217.2932339613,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Assistance,DKK,Allocation,20000000,20000000,2688043.233084903,2525255.1596833705,20000000,2688043.233084903,2525255.1596833705,2525255.1596833705,2688043.233084903,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Equipment,DKK,Allocation,10000000,10000000,1344021.6165424515,1262627.5798416852,10000000,1344021.6165424515,1262627.5798416852,1262627.5798416852,1344021.6165424515,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Equipment,DKK,Allocation,50000000,50000000,6720108.082712258,6313137.899208427,50000000,6720108.082712258,6313137.899208427,6313137.899208427,6720108.082712258,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Equipment,DKK,Allocation,50000000,50000000,6720108.082712258,6313137.899208427,50000000,6720108.082712258,6313137.899208427,6313137.899208427,6720108.082712258,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Contribution,EUR,Allocation,535494,535494,535494,502892.96999307076,535494,535494.0,502892.96999307076,502892.96999307076,535494.0,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Assistance,DKK,Allocation,155000000,155000000,20831933.337813318,19570350.09705572,155000000,20831933.337813318,19570350.09705572,19570350.09705572,20831933.337813318,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Reconstruction,EUR,Allocation,16000000,16000000,16000000,15025915.360189157,16000000,16000000.0,15025915.360189157,15025915.360189157,16000000.0,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Consolidation,EUR,Allocation,18200000,18200000,18200000,17091978.722215164,18200000,18200000.0,17091978.722215164,17091978.722215164,18200000.0,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Assistance,EUR,Allocation,25600000,25600000,25600000,24041464.576302648,25600000,25600000.0,24041464.576302648,24041464.576302648,25600000.0,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Humanitarian,Budgetary appropriations,DKK,Commitment,595032969.489063,595032969.489063,79885940.47978574,70490626.39934373,,,,,,.,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,52800000,,,,52800000,7086500.94429159,6253063.900137172,6253063.900137172,7086500.94429159,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,20000000,,,,20000000,2684280.6607165113,2368584.81065802,2368584.81065802,2684280.6607165113,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,25000000,,,,25000000,3355350.825895639,2960731.0133225247,2960731.0133225247,3355350.825895639,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,100000000,,,,100000000,13421403.303582557,11842924.053290099,11842924.053290099,13421403.303582557,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Reconstruction,EUR,Allocation,40200000,,,,40200000,40200000.0,35405906.03368124,35405906.03368124,40200000.0,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,30000000,,,,30000000,4022479.5661085374,3549399.3384893513,3549399.3384893513,4022479.5661085374,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,EUR,Allocation,17850000,,,,17850000,17850000.0,15721279.171671893,15721279.171671893,17850000.0,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,4000000,,,,4000000,536506.8182251367,473408.73071123625,473408.73071123625,536506.8182251367,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,4700000,,,,4700000,630395.5114145356,556255.2585857025,556255.2585857025,630395.5114145356,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,1350000,,,,1350000,181071.05115098364,159775.44661504222,159775.44661504222,181071.05115098364,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Humanitarian,Contribution,DKK,Allocation,4000000,,,,4000000,536506.8182251367,473408.73071123625,473408.73071123625,536506.8182251367,,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,1000000000,134424768.117275,124432668.17715752,1000000000,134424768.117275,124432668.17715752,124432668.17715752,134424768.117275,124432668.17715752,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Weapons and equipment,DKK,Allocation,1000000000,,,,,,,,,,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Funding for Weapon Acquisition Program,DKK,Allocation,820000000,820000000,110225424.4350947,102032116.96413472,820000000,110225424.4350947,102032116.96413472,102032116.96413472,110225424.4350947,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Consolidation,DKK,Allocation,980000000,980000000,131780088.61538613,121984573.7411205,980000000,131780088.61538613,121984573.7411205,121984573.7411205,131780088.61538613,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Funding for Weapon Acquisition Program,DKK,Allocation,370000000,370000000,49746848.08580275,46049051.28286891,370000000,49746848.08580275,46049051.28286891,46049051.28286891,49746848.08580275,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Consolidation,EUR,Allocation,10000000,10000000,10000000,9253521.864424676,10000000,10000000.0,9253521.864424676,9253521.864424676,10000000.0,.,2022,DNK,0.0,78000000.0,210000000.0,1.36761549013104,5475015487.99119
Denmark,Military,Budgetary appropriations,DKK,Commitment,5400000000,5400000000,725256321.4672369,696599276.4897739,,,,,,.,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Military,Budgetary appropriations,DKK,Commitment,7500000000,7500000000,1006909842.513198,967123825.0859035,,,,,,.,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
Denmark,Military,Budgetary appropriations,DKK,Commitment,2300000000,2300000000,308390100.0683212,296204685.4684411,,,,,,.,2023,DNK,0.0,46000000.0,274000000.0,1.95319596405831,8144932201.69398
