source_reported_value,tot_activity_value,tot_activity_value_EUR,tot_sub_activity_value,tot_sub_activity_value_EUR,item_value_estimate_USD,item_value_estimate_deliv_USD
4565891450.0,,,,,,
4565891450.0,,,,,,
4565891450.0,,,,,,
4565891450.0,,,,,,
4565891450.0,,,,,571200.0,571200.0
4565891450.0,,,,,,
867884.0,867884.0,37031.0,867884.0,37031.0,,
1300000000.0,1300000000.0,54157003.0,1300000000.0,54157003.0,19000000.0,19000000.0
1300000000.0,,,,,38785583.0,38785583.0
1300000000.0,,,,,400000000.0,400000000.0
1300000000.0,,,,,50310000.0,50310000.0
1300000000.0,,,,,114684000.0,114684000.0
1300000000.0,,,,,,
2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,,
550000000.0,550000000.0,21895082.0,550000000.0,21895082.0,48000000.0,48000000.0
550000000.0,,,,,20000000.0,20000000.0
865775000.0,865775000.0,34940221.0,865775000.0,34940221.0,,
865775000.0,865775000.0,34940221.0,,,,
12119800.0,12119800.0,479022.0,12119800.0,479022.0,,
550000000.0,550000000.0,21895082.0,550000000.0,21895082.0,,
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
300000000.0,300000000.0,12276366.0,300000000.0,12276366.0,,
108000000.0,108000000.0,4318873.0,108000000.0,4318873.0,,
10000000.0,10000000.0,399896.0,10000000.0,399896.0,,
25000000.0,25000000.0,1017670.0,25000000.0,1017670.0,,
4500000.0,4500000.0,184160.0,4500000.0,184160.0,2400000.0,
14000000.0,14000000.0,572942.0,14000000.0,572942.0,,
433000000.0,433000000.0,17495174.0,,,,
,589992.0,558397.0,589992.0,558397.0,589992.0,
100000000.0,100000000.0,4045404.0,100000000.0,4045404.0,473200.0,
100000000.0,,,,,6750000.0,
8500000.0,8500000.0,8500000.0,8500000.0,8500000.0,,
,2359968.0,2202469.0,2359968.0,2202469.0,2359968.0,
,,,,,,
138000000.0,138000000.0,5617536.0,138000000.0,5617536.0,,
3250000.0,3250000.0,138670.0,3250000.0,138670.0,1540000.0,
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
6687594.0,6687594.0,283435.0,6687594.0,283435.0,,
10000000.0,10000000.0,422028.0,10000000.0,422028.0,,
45000000.0,45000000.0,1899128.0,45000000.0,1899128.0,,
9500000.0,9500000.0,400927.0,9500000.0,400927.0,220000.0,
15570000.0,15570000.0,633329.0,15570000.0,633329.0,,
10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,
5000000.0,5000000.0,197620.0,5000000.0,197620.0,,
,64320.0,60507.0,64320.0,60507.0,64320.0,
50992.0,50992.0,2046.0,50992.0,2046.0,,
100000000.0,100000000.0,4012381.0,,,,
100000000.0,100000000.0,13440216.0,100000000.0,13440216.0,,
30000000.0,30000000.0,4032065.0,30000000.0,4032065.0,,
25000000.0,25000000.0,3360054.0,25000000.0,3360054.0,,
25000000.0,25000000.0,3360054.0,25000000.0,3360054.0,,
8000000.0,8000000.0,1075217.0,8000000.0,1075217.0,,
20000000.0,20000000.0,2688043.0,20000000.0,2688043.0,,
10000000.0,10000000.0,1344022.0,10000000.0,1344022.0,,
50000000.0,50000000.0,6720108.0,50000000.0,6720108.0,,
50000000.0,50000000.0,6720108.0,50000000.0,6720108.0,,
535494.0,535494.0,535494.0,535494.0,535494.0,,
155000000.0,155000000.0,20831933.0,155000000.0,20831933.0,,
16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,,
18200000.0,18200000.0,18200000.0,18200000.0,18200000.0,,
25600000.0,25600000.0,25600000.0,25600000.0,25600000.0,,
595032969.0,595032969.0,79885940.0,,,,
52800000.0,,,52800000.0,7086501.0,,
20000000.0,,,20000000.0,2684281.0,,
25000000.0,,,25000000.0,3355351.0,,
100000000.0,,,100000000.0,13421403.0,,
40200000.0,,,40200000.0,40200000.0,,
30000000.0,,,30000000.0,4022480.0,,
17850000.0,,,17850000.0,17850000.0,,
4000000.0,,,4000000.0,536507.0,,
4700000.0,,,4700000.0,630396.0,,
1350000.0,,,1350000.0,181071.0,,
4000000.0,,,4000000.0,536507.0,,
100000000.0,,,100000000.0,13403821.0,,
42000000.0,,,42000000.0,5629605.0,,
42000000.0,,,42000000.0,5629605.0,,
41000000.0,,,41000000.0,5495567.0,,
25000000.0,,,25000000.0,3350955.0,,
,,,,,,
75000000.0,75000000.0,10057394.0,75000000.0,10057394.0,,
75000000.0,75000000.0,10057394.0,75000000.0,10057394.0,,
1000000.0,1000000.0,134099.0,1000000.0,134099.0,,
60000000.0,60000000.0,8045915.0,60000000.0,8045915.0,,
10000000.0,10000000.0,1341383.0,10000000.0,1341383.0,,
40000000.0,40000000.0,5362225.0,40000000.0,5362225.0,,
4700000.0,4700000.0,4700000.0,4700000.0,4700000.0,,
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
5841007.0,5841007.0,5841007.0,5841007.0,5841007.0,,
44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,,
20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,
130000000.0,130000000.0,17426340.0,130000000.0,17426340.0,,
6140315.0,6140315.0,6140315.0,6140315.0,6140315.0,,
3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,
381000000.0,381000000.0,381000000.0,381000000.0,381000000.0,,
405000000.0,405000000.0,54295367.0,,,,
80000000.0,,,80000000.0,10725011.0,,
40000000.0,,,40000000.0,5362505.0,,
30000000.0,,,30000000.0,4021879.0,,
20000000.0,,,20000000.0,2681253.0,,
20000000.0,,,20000000.0,2681253.0,,
15000000.0,,,15000000.0,2010940.0,,
73000000.0,,,73000000.0,9786572.0,,
57000000.0,,,57000000.0,7641570.0,,
27000000.0,,,27000000.0,3619691.0,,
15000000.0,,,15000000.0,2010940.0,,
3000000.0,,,3000000.0,402188.0,,
25000000.0,,,25000000.0,3351566.0,,
1000000000.0,1000000000.0,134424768.0,1000000000.0,134424768.0,3982500.0,3982500.0
1000000000.0,,,,,48433000.0,48433000.0
1000000000.0,,,,,21250000.0,21250000.0
1000000000.0,,,,,1000000.0,1000000.0
1000000000.0,,,,,1750.0,1750.0
1000000000.0,,,,,2840629.0,2840629.0
1000000000.0,,,,,,
1000000000.0,,,,,,
1000000000.0,,,,,,
1000000000.0,1000000000.0,134416476.0,1000000000.0,134416476.0,35411361.0,35411361.0
1000000000.0,,,,,,
1000000000.0,,,,,,
820000000.0,820000000.0,110225424.0,820000000.0,110225424.0,36276246.0,
980000000.0,980000000.0,131780089.0,980000000.0,131780089.0,,
370000000.0,370000000.0,49746848.0,370000000.0,49746848.0,,
10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,
5400000000.0,5400000000.0,725256321.0,,,,
7500000000.0,7500000000.0,1006909843.0,,,,
2300000000.0,2300000000.0,308390100.0,,,,
900000000.0,,,900000000.0,120876054.0,,
900000000.0,,,,,,
900000000.0,,,,,,
900000000.0,,,,,,
900000000.0,,,,,1551200.0,
900000000.0,,,,,,
900000000.0,,,,,,
900000000.0,,,,,333240.0,
900000000.0,,,,,,
100000000.0,,,100000000.0,13430673.0,,
,,,14966514.0,13645964.0,14966514.0,14966514.0
1327007500.0,,,1327007500.0,178156922.0,,
1327007500.0,,,,,,
1327007500.0,,,,,,
1327007500.0,,,,,,
1327007500.0,,,,,,
1327007500.0,,,,,,
,,,,,,
50000000.0,,,50000000.0,50000000.0,,
1300000000.0,,,1300000000.0,174514639.0,,
1300000000.0,,,,,,
5800000000.0,,,5800000000.0,777836389.0,24240989.0,24240989.0
5800000000.0,,,,,,
5800000000.0,,,,,,
5800000000.0,,,,,2679100.0,
5800000000.0,,,,,5600000.0,
5800000000.0,,,,,,
5800000000.0,,,,,2650000.0,
3700000000.0,,,3700000000.0,495950751.0,16160660.0,16160660.0
3700000000.0,,,,,81307950.0,81307950.0
3700000000.0,,,,,,
3700000000.0,,,,,,
3700000000.0,,,,,,
3700000000.0,,,,,,
3700000000.0,,,,,,
1800000000.0,,,1800000000.0,241428068.0,,
2800000000.0,2800000000.0,376058833.0,,,,
10400000000.0,10400000000.0,1396248315.0,,,,
4400000000.0,4400000000.0,589844713.0,,,,
130000000.0,,,130000000.0,130000000.0,26203711.0,20380664.0
,,,120567702.0,111958122.0,120567702.0,120567702.0
,,,781469122.0,716361230.0,781469122.0,
1000000000.0,,,1000000000.0,134126705.0,,
5250000000.0,,,5250000000.0,704165199.0,,
5250000000.0,,,,,,
866000000.0,,,866000000.0,116129378.0,11634000.0,
250000000.0,,,250000000.0,33531676.0,,
91000000.0,,,91000000.0,12202972.0,,
55000000.0,,,55000000.0,7377608.0,,
1300000000.0,,,1300000000.0,174342778.0,,
1300000000.0,,,,,,
1300000000.0,,,,,,
1750000000.0,,,1750000000.0,234692201.0,,
2000000000.0,,,2000000000.0,268111233.0,,
2000000000.0,,,,,,
200000000.0,,,200000000.0,26811123.0,,
2400000000.0,,,2400000000.0,321691708.0,,
2200000000.0,,,2200000000.0,294884066.0,,
2200000000.0,,,,,,
2200000000.0,,,,,,
2200000000.0,,,,,,
2200000000.0,,,,,,
1200000000.0,,,1200000000.0,160876024.0,,
1200000000.0,,,,,45000000.0,45000000.0
1000000.0,,,1000000.0,1000000.0,,
783000000.0,,,783000000.0,104939452.0,,
1300000000.0,,,1300000000.0,174263402.0,,
2400000000.0,,,2400000000.0,321747509.0,,
2400000000.0,,,,,,
1000000000.0,,,1000000000.0,134079240.0,,
275000000.0,,,275000000.0,36868608.0,,
1611613990.0,,,1611613990.0,216065327.0,232531960.0,
213386010.0,,,213386010.0,28608164.0,,
1300000000.0,1300000000.0,174598744.0,,,,
1000000000.0,1000000000.0,134254646.0,,,,
10500000000.0,10500000000.0,1407867848.0,,,,
500000000.0,,,500000000.0,67063352.0,,
796000000.0,,,796000000.0,106742477.0,,
200000000.0,,,200000000.0,26821966.0,,
,,,,,,
,,,9899180.0,9446909.0,9899180.0,
,,,,,,
1900000000.0,,,1900000000.0,254719005.0,,
1050000000.0,,,1050000000.0,140750670.0,,
1050000000.0,,,,,,
1050000000.0,,,,,,
300000000.0,,,300000000.0,40216351.0,,
2000000000.0,,,2000000000.0,267923586.0,,
4353000000.0,,,4353000000.0,583135684.0,,
317000000.0,,,317000000.0,42465888.0,,
30000000.0,,,30000000.0,4018854.0,,
800000000.0,800000000.0,107445381.0,,,,
1000000000.0,1000000000.0,134254646.0,,,,
7400000000.0,7400000000.0,992211626.0,,,,
700000000.0,,,700000000.0,93876880.0,,
1050000000.0,,,1050000000.0,140750670.0,,
1050000000.0,,,,,,
1050000000.0,,,,,,
400000000.0,400000000.0,53722690.0,,,,
1000000000.0,1000000000.0,134254646.0,,,,
5600000000.0,5600000000.0,750862852.0,,,,
1050000000.0,,,1050000000.0,140750670.0,,
1050000000.0,,,,,,
1050000000.0,,,,,,
1000000000.0,1000000000.0,134254646.0,,,,
1050000000.0,,,1050000000.0,140750670.0,,
1050000000.0,,,,,,
1050000000.0,,,,,,
20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,
37500000.0,37500000.0,37500000.0,37500000.0,37500000.0,,
604967031.0,604967031.0,81251141.0,,,,
110000000.0,,,110000000.0,14763544.0,,
75000000.0,,,75000000.0,10066052.0,,
60000000.0,,,60000000.0,8052842.0,,
35000000.0,,,35000000.0,4697491.0,,
35000000.0,,,35000000.0,4697491.0,,
100700000.0,,,100700000.0,13515353.0,,
10000000.0,,,10000000.0,9043110.0,,
,3900000.0,3438577.0,3900000.0,3438577.0,3900000.0,3900000.0
226938475.0,226938475.0,226938475.0,226938475.0,226938475.0,550000.0,550000.0
226938475.0,,,,,724533.0,724533.0
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,,
226938475.0,,,,,661234.0,661234.0
0.0,0.0,0.0,0.0,0.0,6040473.0,6040473.0
5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,
0.0,0.0,0.0,0.0,0.0,6040473.0,6040473.0
47112658.0,47112658.0,47112658.0,47112658.0,47112658.0,,
47112658.0,,,,,,
5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,
5000000.0,,,,,,
5000000.0,,,,,,
5000000.0,,,,,,
0.0,0.0,0.0,0.0,0.0,6040473.0,6040473.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
113000000.0,113000000.0,113000000.0,113000000.0,113000000.0,21480968.0,
113000000.0,,,,,1932087.0,
113000000.0,,,,,1551200.0,1551200.0
113000000.0,,,,,7666906.0,
113000000.0,,,113000000.0,113000000.0,,
61974630.0,61974630.0,61974630.0,61974630.0,61974630.0,,
61974630.0,,,,,,
61974630.0,,,,,,
61974630.0,,,,,,
61974630.0,,,,,,
61974630.0,,,,,,
494300.0,494300.0,494300.0,494300.0,494300.0,,
494300.0,,,,,,
494300.0,,,,,,
494300.0,,,,,,
494300.0,,,,,,
494300.0,,,,,,
494300.0,,,,,,
494300.0,,,,,,
9269000.0,9269000.0,9269000.0,9269000.0,9269000.0,1628760.0,1628760.0
9269000.0,,,,,76560.0,76560.0
9269000.0,,,,,34648.0,34648.0
,6040473.0,5572462.0,6040473.0,5572462.0,6040473.0,
,,,,,,
,,,,,,
,,,,,,
80000000.0,80000000.0,80000000.0,80000000.0,80000000.0,,
80000000.0,,,,,,
80000000.0,,,,,,
80000000.0,,,,,,
100000000.0,100000000.0,100000000.0,,,,
20000000.0,,,20000000.0,20000000.0,,
20000000.0,,,,,,
20000000.0,,,,,,
20000000.0,,,,,,
20000000.0,,,,,,
20000000.0,,,,,,
2000000.0,,,2000000.0,2000000.0,,
,,,,,,
,,,,,,
500000.0,,,500000.0,500000.0,,
100000000.0,100000000.0,100000000.0,,,,
5000000.0,,,5000000.0,5000000.0,,
100000000.0,,,100000000.0,100000000.0,,
,,,7000000.0,7000000.0,7000000.0,
100000000.0,100000000.0,100000000.0,,,,
100000000.0,100000000.0,100000000.0,,,,
25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,20000000.0,
,16500000.0,16500000.0,16500000.0,16500000.0,16500000.0,
4100000.0,4100000.0,4100000.0,4100000.0,4100000.0,,
2900000.0,2900000.0,2900000.0,,,,
1900000.0,,,1900000.0,1900000.0,,
1000000.0,,,1000000.0,1000000.0,,
,997704.0,1007398.0,997704.0,1007398.0,997704.0,997704.0
,415710.0,393448.0,415710.0,393448.0,415710.0,415710.0
17599154.0,17599154.0,17599154.0,17599154.0,17599154.0,,
3100000.0,3100000.0,3100000.0,3100000.0,3100000.0,,
1261785.0,1261785.0,1261785.0,1261785.0,1261785.0,,
101939.0,101939.0,101939.0,101939.0,101939.0,,
370000.0,370000.0,370000.0,370000.0,370000.0,,
457000.0,457000.0,457000.0,457000.0,457000.0,,
1043000.0,1043000.0,1043000.0,1043000.0,1043000.0,,
2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,,
235500.0,235500.0,235500.0,235500.0,235500.0,,
200000.0,200000.0,200000.0,200000.0,200000.0,,
300000.0,300000.0,300000.0,300000.0,300000.0,,
50000.0,50000.0,50000.0,50000.0,50000.0,,
1666276.0,1666276.0,1666276.0,1666276.0,1666276.0,,
364500.0,364500.0,364500.0,364500.0,364500.0,,
1062500.0,1062500.0,1062500.0,,,,
352695.0,,,352695.0,352695.0,,
303752.0,,,303752.0,303752.0,,
513600.0,,,513600.0,513600.0,,
100000.0,,,100000.0,100000.0,,
68000.0,,,68000.0,68000.0,,
10000.0,,,10000.0,10000.0,,
20000.0,,,20000.0,20000.0,,
,,,169203.0,157267.0,81703.0,
,,,,,87500.0,
,,,620000.0,563013.0,400000.0,
,,,,,220000.0,
,,,,,,
,,,202500.0,193248.0,202500.0,
12875000.0,12875000.0,12875000.0,,,,
500000.0,,,500000.0,500000.0,,
1970000.0,,,1970000.0,1970000.0,,
3976726.0,,,3976726.0,3976726.0,,
268000.0,,,268000.0,268000.0,,
400000.0,,,400000.0,400000.0,,
211000.0,,,211000.0,211000.0,,
1800000.0,,,1800000.0,1800000.0,,
1062500.0,1062500.0,1062500.0,,,,
200000.0,,,200000.0,200000.0,,
600000.0,,,600000.0,600000.0,,
12875000.0,12875000.0,12875000.0,,,,
365000.0,,,365000.0,365000.0,415995.0,
2000000.0,,,2000000.0,2000000.0,,
160000.0,,,160000.0,160000.0,,
2700000.0,,,2700000.0,2700000.0,,
430000.0,,,430000.0,430000.0,,
400000.0,,,400000.0,400000.0,,
1062500.0,1062500.0,1062500.0,,,,
12875000.0,12875000.0,12875000.0,,,,
1062500.0,1062500.0,1062500.0,,,,
12875000.0,12875000.0,12875000.0,,,,
,,,,,,
19400000.0,19400000.0,19400000.0,,,,
10000000.0,,,10000000.0,10000000.0,,
19400000.0,19400000.0,19400000.0,,,,
19400000.0,19400000.0,19400000.0,,,,
19400000.0,19400000.0,19400000.0,,,,
2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,
,,,,,,
,,,,,,
,,,,,0.0,0.0
,,,,,0.0,0.0
,,,,,0.0,0.0
,800000.0,726022.0,800000.0,726022.0,800000.0,800000.0
,1270000.0,1152559.0,1270000.0,1152559.0,1270000.0,1270000.0
,635000.0,576280.0,635000.0,576280.0,635000.0,635000.0
,635000.0,576280.0,635000.0,576280.0,635000.0,635000.0
,317500.0,288140.0,317500.0,288140.0,317500.0,317500.0
,635000.0,586945.0,635000.0,586945.0,635000.0,635000.0
,635000.0,586945.0,635000.0,586945.0,635000.0,635000.0
9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,,
8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,
5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,
37000000.0,37000000.0,37000000.0,37000000.0,37000000.0,,
4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,,
14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,,
15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,
,1546600.0,1574041.0,1546600.0,1574041.0,1546600.0,
,,,,,,
,718019.0,678092.0,718019.0,678092.0,718019.0,718019.0
5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,
,1905000.0,1799069.0,1905000.0,1799069.0,1905000.0,1905000.0
,,,,,,
855693.0,855693.0,791379.0,855693.0,791379.0,,
,,,,,,
6000000.0,6000000.0,5549037.0,6000000.0,5549037.0,,
,3600000.0,3408269.0,3600000.0,3408269.0,3600000.0,3600000.0
3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,
0.0,0.0,0.0,0.0,0.0,,
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,,
,220000.0,203803.0,220000.0,203803.0,220000.0,220000.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
550000.0,550000.0,550000.0,550000.0,550000.0,,
5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,
500000.0,500000.0,500000.0,500000.0,500000.0,,
58000000.0,58000000.0,58000000.0,,,,
500000.0,,,500000.0,500000.0,,
25000000.0,,,25000000.0,25000000.0,,
5000000.0,,,5000000.0,5000000.0,,
5000000.0,,,5000000.0,5000000.0,,
6000000.0,,,6000000.0,6000000.0,,
2000000.0,,,2000000.0,2000000.0,,
3000000.0,,,3000000.0,3000000.0,,
58000000.0,58000000.0,58000000.0,,,,
500000.0,,,500000.0,500000.0,,
25000000.0,,,25000000.0,25000000.0,,
5000000.0,,,5000000.0,5000000.0,,
58000000.0,58000000.0,58000000.0,,,,
500000.0,,,500000.0,500000.0,,
5000000.0,,,5000000.0,5000000.0,,
500000.0,500000.0,500000.0,500000.0,500000.0,,
5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,
10000000.0,10000000.0,10000000.0,,,,
10000000.0,10000000.0,10000000.0,,,,
10000000.0,10000000.0,10000000.0,,,,
10000000.0,10000000.0,10000000.0,,,,
29300000.0,29300000.0,29300000.0,29300000.0,29300000.0,1000000.0,1000000.0
29300000.0,,,,,2800000.0,2800000.0
29300000.0,,,,,5000.0,5000.0
29300000.0,29300000.0,29300000.0,,,3750000.0,3750000.0
29300000.0,,,,,60000.0,60000.0
29300000.0,,,,,2212500.0,2212500.0
29300000.0,,,,,1540000.0,1540000.0
,,,,,,
54750000.0,54750000.0,54750000.0,54750000.0,54750000.0,,
8250000.0,8250000.0,8250000.0,8250000.0,8250000.0,,
30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,
55600000.0,55600000.0,55600000.0,55600000.0,55600000.0,,
28800000.0,28800000.0,28800000.0,28800000.0,28800000.0,,
400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,,
160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,6414220.0,
161000000.0,161000000.0,161000000.0,161000000.0,161000000.0,6414220.0,
78000000.0,78000000.0,78000000.0,78000000.0,78000000.0,,
109000000.0,109000000.0,109000000.0,109000000.0,109000000.0,,
105000000.0,105000000.0,105000000.0,105000000.0,105000000.0,,
94000000.0,94000000.0,94000000.0,94000000.0,94000000.0,,
95000000.0,95000000.0,95000000.0,95000000.0,95000000.0,,
100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,
106000000.0,106000000.0,106000000.0,106000000.0,106000000.0,,
190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,,
188000000.0,188000000.0,188000000.0,188000000.0,188000000.0,,
30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,
10100000.0,10100000.0,10100000.0,10100000.0,10100000.0,,
159000000.0,159000000.0,159000000.0,159000000.0,159000000.0,,
118000000.0,118000000.0,118000000.0,118000000.0,118000000.0,,
25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,,
198000000.0,198000000.0,198000000.0,198000000.0,198000000.0,,
660000000.0,660000000.0,660000000.0,,,,
143000000.0,,,143000000.0,143000000.0,,
200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,,
5800000.0,5800000.0,5800000.0,5800000.0,5800000.0,,
46500000.0,46500000.0,46500000.0,46500000.0,46500000.0,,
6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,
15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,
5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,,
14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,,
12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,,
50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,,
3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,
1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,
100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000.0,
100000000.0,,,,,98900.0,
100000000.0,,,,,2500.0,
100000000.0,,,,,366000.0,
100000000.0,,,,,45000.0,
100000000.0,,,,,80000.0,
1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,
,21407500.0,19427883.0,21407500.0,19427883.0,6667500.0,
,,,,,4400000.0,
,,,,,6400000.0,
,,,,,3450000.0,
,,,,,490000.0,
,11000000.0,10167546.0,11000000.0,10167546.0,4800000.0,4800000.0
,,,,,4800000.0,4800000.0
,,,,,1400000.0,1400000.0
,,,,,,
,,,,,,
,280000.0,258810.0,280000.0,258810.0,280000.0,
,6830729.0,6457181.0,6830729.0,6457181.0,1150000.0,1150000.0
,,,,,2400000.0,2400000.0
,,,,,1905000.0,1905000.0
,,,,,317500.0,317500.0
,,,,,50675.0,50675.0
,,,,,567554.0,567554.0
,,,,,440000.0,440000.0
,,,,,,
,3810000.0,3601645.0,3810000.0,3601645.0,3810000.0,
,1165887.0,1103452.0,1165887.0,1103452.0,1165887.0,
,,,,,,
,,,,,,
,,,,,,
9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,6000000.0,6000000.0
9000000.0,,,,,,
9000000.0,,,,,,
9000000.0,,,,,,
9000000.0,,,,,,
9000000.0,,,,,100429.0,100429.0
9000000.0,,,,,,
9000000.0,,,,,,
9000000.0,,,,,,
9000000.0,,,,,,
9000000.0,,,,,1320000.0,1320000.0
9000000.0,,,,,,
,2008572.0,1968942.0,2008572.0,1968942.0,,
,,,,,2008572.0,2008572.0
48500000.0,48500000.0,48500000.0,48500000.0,48500000.0,1265400.0,
48500000.0,,,,,17500000.0,17500000.0
76500000.0,76500000.0,76500000.0,76500000.0,76500000.0,,
40900000.0,40900000.0,40900000.0,40900000.0,40900000.0,,
,14860575.0,14111955.0,14860575.0,14111955.0,317500.0,
,,,,,,
,,,,,,
,,,,,48000.0,
,,,,,7036581.0,
,,,,,,
,,,,,200000.0,
,,,,,411750.0,
,,,,,,
,,,,,301000.0,
,,,,,225000.0,
,,,,,5753944.0,
,,,,,20800.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,546000.0,
,,,,,,
4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,34263.0,
2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,
40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,,
12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,,
4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,
200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,,
200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,,
200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,,
300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,,
100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,
49400000.0,49400000.0,49400000.0,49400000.0,49400000.0,,
50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,,
100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,
100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,4233705.0,4233705.0
100000000.0,,,,,76148022.0,76148022.0
,110484058.0,104567442.0,110484058.0,104567442.0,38074011.0,38074011.0
,,,,,,
,,,,,72410047.0,72410047.0
200000000.0,200000000.0,200000000.0,,,,
,,,76148022.0,71913677.0,76148022.0,76148022.0
,,,20091706.0,18750834.0,20091706.0,20091706.0
,,,77550000.0,73237695.0,77550000.0,31020000.0
,,,8531600.0,7985541.0,8531600.0,
,,,2943200.0,2721988.0,2943200.0,2943200.0
,47902603.0,46957477.0,47902603.0,46957477.0,20671285.0,20671285.0
,,,,,27231318.0,27231318.0
,129494068.0,122970643.0,129494068.0,122970643.0,29685030.0,29685030.0
,,,,,1868268.0,1868268.0
,,,,,11802000.0,11802000.0
,,,,,457640.0,457640.0
,,,,,69235545.0,69235545.0
,,,,,15600000.0,15600000.0
,,,,,845585.0,845585.0
,515527804.0,489557448.0,515527804.0,489557448.0,66328047.0,66328047.0
,,,,,103853318.0,103853318.0
,,,,,325631973.0,325631973.0
,,,,,8680000.0,8680000.0
,,,,,3250000.0,3250000.0
,,,,,26328.0,26328.0
,,,,,139934.0,139934.0
,,,,,42744.0,42744.0
,,,,,1032400.0,1032400.0
,,,,,4802400.0,4802400.0
,,,,,472500.0,472500.0
,,,,,517000.0,517000.0
,,,,,241875.0,241875.0
,,,,,509286.0,509286.0
,,,,,,
,54289716.0,50412960.0,54289716.0,50412960.0,54289716.0,54289716.0
,,,,,,
,13960800.0,13040376.0,13960800.0,13040376.0,13960800.0,13960800.0
